0,29825.7839837,4208.05061817,5815.45508807
4,14122.5130276,442.562451889,466.693512458
10,7059.02799335,439.357291404,460.599304194
16,5417.72987979,290.626720119,293.387317875
17,13311.6614518,1871.29224258,2415.09586363
19,16319.393659,1367.61873943,1602.44003379
25,8797.97906713,308.983405591,321.613062663
26,10029.2696879,456.795034278,485.580364235
32,22830.4545997,5320.9195984,9536.45564225
43,17544.7454445,1576.27733128,1878.18015827
47,2638.1236868,17.2631545578,17.0345637563
50,19965.1624438,1439.52433551,1660.95009001
70,10074.8270656,292.481914307,304.018706276
76,8936.17024201,861.296678543,967.675069001
101,11209.5577602,2755.80132756,4251.53117
102,9662.24184226,254.980880066,263.698491569
110,7261.72959242,1390.57002687,1636.68807228
120,18293.5003499,8423.07834119,31694.242853
134,12377.0899041,1083.36366786,1251.69255338
157,4736.07828709,846.269461939,818.929963957
161,7502.46108365,1649.56346054,2024.64660768
167,10261.7071755,725.359910323,800.656515872
168,15695.3425085,3943.64953823,6956.42288918
169,11050.6610051,615.104668712,667.842253973
175,12576.608096,516.705646032,551.886629342
178,12422.4850764,2871.36772074,4455.24664436
233,9827.64914649,1001.31096487,1150.72439656
290,8486.71742641,917.937156736,1036.92288917
346,7170.18468688,696.363670524,752.57601875
377,15961.0400474,2614.1839886,3651.81008972
379,8944.14910645,1089.99154095,1266.07266498
445,9772.56989946,862.724821593,971.390292584
482,12207.4304482,3143.22685633,5165.38343133
500,7980.76961108,1186.01625315,1382.92759011
553,12403.0212939,3138.93554597,5135.1144547
606,6591.4899433,567.156588084,598.298649391
608,15262.1339167,3613.74427747,6060.97624604
661,6783.2826488,992.1933974,1097.83167336
674,7520.47111131,846.453298532,936.718408188
688,9017.54046592,1470.89117838,1811.16428514
692,9126.66409302,1207.78412745,1429.20198591
719,4224.73116921,153.345704862,150.781148459
721,11606.5795736,708.700448655,778.694733988
769,8352.25537593,880.596618524,988.516310364
