nolines,lines
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.18930015167944245,0.18500135543773139
0.1557654879607456,0.15955209849166277
0.12464863759813417,0.12633352142117915
0.006164482465929457,0.006077209445802786
0.0044371814416583584,0.0043883626372179
0.004212578343654674,0.004361415878267075
0.0036314273036477797,0.0036662220560013024
0.004054484788379205,0.004208382306584644
0.00474401015141492,0.004632427786660591
0.004910892235862967,0.005003780803707016
0.004875993453224469,0.004966433729253929
0.003732035188130033,0.0037273556013096374
0.0061451340923521025,0.006043003718927714
0.007332020596298774,0.007509576316678179
0.0065486759728754,0.00666320682244032
0.007227489339094893,0.007585717140935747
0.007234378823966225,0.00806208206136203
0.0090969340848497,0.008804188328677931
0.009559225309313654,0.009209159802465026
0.01218896499998854,0.012340454861055788
0.013736633369782465,0.013326814798962687
0.016559721402816606,0.01643046254895931
0.018588461932619343,0.0181697255288705
0.021288330086944026,0.021848379384743603
0.016568473014733423,0.01712965848850646
0.016938870525235503,0.016398723542347816
0.02260492364953613,0.022463901823374946
0.020764676892713597,0.020894417198142667
0.02286756406190844,0.022937801505180905
0.021339463523216397,0.020507531186123133
0.025005912526389052,0.025942293628037225
0.03044106849145781,0.02962049416810976
0.03046973734810849,0.030587630398467118
0.03800879853744582,0.03885799631977038
0.03024800040027541,0.029270908308227477
0.032627261691529075,0.032001646831908544
0.027912290586814905,0.027284994509515267
0.042205629697994095,0.04089026313106545
0.03967268482015506,0.0396368097973439
0.03390747169488978,0.03217282501969937
0.03150337963510021,0.032299593353533454
0.05282124590836037,0.05394903875674903
0.028660326270786712,0.02866596253917065
0.02945359384096257,0.028787561049258243
0.031205328688413216,0.03303152033201843
0.029529980643113293,0.02832402909270898
0.0253496979777757,0.025669033799420274
