Scenario2
"[5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 4863.01254632 4835.72508574 4800.20496857
 4714.63856907 4691.20678413 4681.83718418 4679.95603793 4674.09042615
 4675.86119837 4678.1230823  4679.93647867 4683.05983501 4687.73396089
 4695.00391302 4702.16416357 4703.73669325 4707.04034702 4712.29332315
 4719.91239274 4729.3032624  4732.89901612 4735.56957573 4739.13140362
 4747.21977175 4740.60070259 4741.5357262  4746.67662344 4744.62035406
 4750.00138012 4748.72274493 4753.41682652 4757.01947733 4758.60407616
 4765.0940992  4779.99911631 4779.77842056 4780.72748992 4784.36521429
 4792.33553518 4809.33188403 4811.73306909 4818.42396011 4826.11696897
 4836.85903944 4828.15346638 4839.73430647 4843.73859067]"
"[5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 4863.5282881  4833.35843382 4800.42977697
 4714.72453527 4691.10351996 4681.5551513  4679.6373111  4674.13968131
 4675.86404695 4678.12196774 4679.93753292 4683.0576684  4687.7395885
 4694.93358061 4701.88787623 4703.76308365 4707.04675194 4712.21549728
 4720.03678192 4729.1514929  4733.65107249 4735.63868449 4739.06896293
 4747.14434973 4740.61012051 4741.5218824  4746.68562128 4744.6446159
 4750.14184639 4748.85673391 4753.48941489 4756.82805995 4758.79070232
 4765.19110786 4779.83614912 4779.63962454 4780.94212179 4784.10243624
 4791.96335172 4810.00490688 4811.79653408 4818.32833887 4826.67212182
 4838.06265173 4828.25230239 4840.37837226 4844.04272871]"
