nolines,lines
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.1820520895331092,0.18513205724368959
0.15634565388079813,0.15514546395483225
0.12526404966768576,0.11871513023055073
0.00608785411895857,0.006037606125666385
0.004324988025331261,0.004246321553585202
0.004214853253970192,0.004148854582394569
0.0036427691197244492,0.0036630168309757056
0.004151976542195824,0.004174166092609388
0.0048111560981146245,0.004586869432956771
0.004987653555274664,0.00486909751002125
0.004594270370135815,0.00466524589447554
0.0034638571630243,0.0038124751166242706
0.006142932363063837,0.006198632631173313
0.007242105855015486,0.007311167737911063
0.006706732298485231,0.006705215855822841
0.007422002013324772,0.007532126550743013
0.007493931050395584,0.007663803359676447
0.008698938241866093,0.00912645578246451
0.00918308016710728,0.009223506395715056
0.012401453026885159,0.012654923228986365
0.014009672432455976,0.013611640937265152
0.01683968863306759,0.01693319982116178
0.01873700191130001,0.01891175031590829
0.02035780352049867,0.021482558889180246
0.016420971808107903,0.016558981289130543
0.016899002124678965,0.01618953760399742
0.022499754062519292,0.021385100428787267
0.021048111256736564,0.02085981825562758
0.022492625692081828,0.023455871475946206
0.020929339557574225,0.020963576901260043
0.025482711891595906,0.02648729836516767
0.029429023209658393,0.032568818514085975
0.03123731106141859,0.029859307141406798
0.03860243150773701,0.04021299688478497
0.030893327252006227,0.029336567579180108
0.03327745574654906,0.03332138131575984
0.02866027301185827,0.02831899303008921
0.04135120986335672,0.041210485862754685
0.041331656823604665,0.038872470855050655
0.03342206897227735,0.031072967159146776
0.03242100378421207,0.03059981405075682
0.054875835285534046,0.05526816192670545
0.02955095747129293,0.029002538221546793
0.027566837594924964,0.027756634510836826
0.033244924135347055,0.0321867673568297
0.029898717629356277,0.029354681457846726
0.024612826964880697,0.02626248099329208
