nolines,lines
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
-0.7852845288255976,-0.7836584966587797
-0.9599721674590027,-0.9652891854538668
-1.215394968754313,-1.211155128803144
-6.143366037915027,-6.14351627770254
-5.862346071489969,-5.862487928241641
-5.446453933451793,-5.4465302061962815
-5.073634929885965,-5.073740364831585
-4.588816829212383,-4.588784429337972
-4.1982794677192805,-4.1981777473085415
-3.9337477642111787,-3.93359123823895
-3.6945873487891117,-3.694425948269382
-3.381755321016973,-3.381572989061219
-3.1837181213924186,-3.1838753753314206
-2.951160471917779,-2.9515233177393734
-2.783624820223794,-2.78363673983284
-2.5887329615670356,-2.588995918591955
-2.4576729458964763,-2.4575501545801917
-2.322112995669249,-2.3221765965709507
-2.2065672722449983,-2.2070141058102797
-2.038635119142289,-2.038694147670923
-1.9936932676614159,-1.994233417608985
-1.928747935295873,-1.929201892018167
-1.8612795729412366,-1.8608873220313993
-1.7509107073058099,-1.7501431297339796
-1.843785633358247,-1.8434097635742648
-1.8264134316936707,-1.8266051774251009
-1.756709355222486,-1.7567657275258368
-1.7843750896870951,-1.786557414426722
-1.7143796386181986,-1.716022994834029
-1.7313496494403613,-1.732440311712998
-1.6728429706873178,-1.6734527035827735
-1.63109312644665,-1.6321060665602636
-1.6137803923834546,-1.6156123082669163
-1.5412361654874354,-1.541561056146433
-1.43255981993041,-1.4319036908045735
-1.4303939691768661,-1.429582898557162
-1.4294707168571006,-1.4289970662047966
-1.3648467931723844,-1.3656952379184433
-1.2980515377561117,-1.297452460082025
-1.1903516480626062,-1.189945989762017
-1.1675322575630653,-1.166315311272612
-1.085495547269382,-1.083665894869316
-1.0966026212323894,-1.0950296682121554
-1.0841353910867702,-1.0836510173550065
-1.0510487983391277,-1.051538461450008
-0.9971133113457934,-0.9970208653675362
-1.0228041179186689,-1.0239527556163797
