nolines,lines
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
2455.3605063004456,2527.813906738386
2292.2359992810525,2276.2165600838543
2134.7102396109876,2021.2306548239503
2874.17467110125,3705.4366021293654
3663.8587416001687,3675.776587321377
7567.532530250527,7970.35966761223
11039.786386117292,10426.72316318027
6433.12128254241,6082.492143118657
223.15496655911517,212.61767541763743
226.87835947926035,221.3303377307327
223.04518286661067,226.36826190965826
187.9557394707602,206.7297859525809
1781.74948180152,1156.1469406610906
4890.555839820259,4967.7447558323665
6116.352826439937,6510.707930785979
14561.876012039185,13886.26659608333
8530.672119264711,8472.61376199815
2698.5706186053358,2499.7976873139387
8062.795327577148,7916.2052565039185
6525.950202008894,6420.638353551769
7008.7331792200575,7374.714772619987
4712.2729735765715,4610.297196493939
1217.913019513299,1465.754698952045
645.758733893704,548.2921425663512
2620.7673516739396,2416.8797523873627
1283.2758393658014,1255.5215775127085
693.4624655307595,845.3565165064919
1370.4928812292314,1622.5172983977702
557.7025865997041,685.6531414643983
1103.0774713953685,972.4841641898338
612.2295513939191,635.3050573543387
682.5384407489448,756.5010696621646
1298.986897547473,1064.6479752011905
1167.7676548012469,1195.4179036638182
4680.410052933391,4744.949027323674
4675.109429264734,4445.225898241851
4972.662860238957,5020.1880187001
3232.814398863628,3446.0542126321857
3408.6454761972504,3108.644208589977
4180.566156634753,4218.410007147244
3951.253059865949,3725.815175823952
2594.703022004633,2778.8993464139985
4053.3860832518876,4038.337311703919
3654.658082379251,3859.9440622760367
3684.4608866969884,3722.5129608370667
3882.7112178991665,3810.215574885496
3711.2342376088272,3660.883428231501
