lines,nolines
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
5.911715561524034e-11,5.911715561524034e-11
32.05067437156654,32.120964415441215
23.579065059374482,23.460401256850762
14.885638503086566,15.000337095218907
4.913393436825464,5.445092129514452
4.903295033860666,5.050578263392364
4.429276366840514,4.740347995031449
5.016234010695093,4.82257672843862
1.5518948450433463,1.89817061355473
0.06969930799541378,0.06904021043929108
0.08372734454493556,0.08132867708962434
0.09144473058144778,0.08858243438750657
0.08238347642179064,0.07758401996224672
0.2714448830467586,0.33248887468334953
2.0987910678643953,1.9695027684610382
3.4712629040243055,3.537036240024509
5.095020024705343,4.88958340329589
3.2298997141486607,3.016960604639598
1.2733510325569712,1.3134331223566629
4.3327627323815365,4.038643828120589
4.567977175272689,4.328287751707695
5.44787023154461,5.542493519974813
3.574872623129528,3.5283048001436152
1.5590467272705564,1.7416917697708203
1.7190850210705406,1.5876182121155866
2.390315324050823,2.230191334495589
1.812854848984934,1.6342774554716861
1.941352590109739,1.7450811108821875
1.988713898258801,2.1445466068974777
1.8226849644235539,1.9362484287310857
2.033997686699763,1.909417767350878
2.288659742138833,2.174218784460906
2.4888756442176776,2.6578025642776333
2.9400753702672797,3.0011535402831253
3.973450074099767,3.8690070211868677
8.563725819521093,8.44306985991468
9.009241765194806,8.90130665439615
9.508945000548653,8.961900518051603
7.25317421193089,7.723417427594794
7.821236226789303,7.381784575727666
10.508718621153244,10.783921879957754
10.213014045340637,9.542462350550533
10.382032700309413,10.686065039491709
11.54788052782889,11.722025412520106
14.129170294727002,13.967397625052504
11.123359482972434,11.084859719180631
12.990257745003328,13.084449344320326
12.923614899000015,13.704201812560703
