Scenario3
"[5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 4864.19288502 4835.51908594 4800.42836491
 4714.85132563 4691.20265711 4681.75632941 4679.93513259 4674.06097108
 4675.85807594 4678.11958554 4679.93949205 4683.05357259 4687.76723685
 4694.99431781 4701.70419413 4703.79509467 4707.04668803 4712.15821856
 4719.88567994 4729.28603269 4732.72875921 4735.53028317 4739.05878372
 4747.19182923 4740.63821438 4741.58121268 4746.74530383 4744.72375442
 4750.06771146 4748.78501088 4753.46019329 4756.99443826 4758.60812556
 4765.11162196 4779.5636078  4779.70351725 4780.89776185 4784.46252573
 4792.48170447 4809.7165859  4811.58846053 4818.30980209 4825.8554732
 4837.69145463 4828.3082343  4839.88286789 4843.29630507]"
"[5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 5034.55633273 5034.55633273 5034.55633273
 5034.55633273 5034.55633273 4864.57135337 4834.70359067 4800.86446818
 4714.41083502 4691.294307   4681.64396161 4679.75686332 4673.99333473
 4675.85956105 4678.12219955 4679.94249391 4683.05754512 4687.73650651
 4695.00296866 4701.91302341 4703.30817459 4707.0391506  4712.13549415
 4719.78974488 4729.21274274 4733.08628146 4735.44150784 4739.1247539
 4747.24306469 4740.60800771 4741.56370321 4746.7589672  4744.61033507
 4749.94761278 4748.67890781 4753.41145755 4756.91440755 4758.39675818
 4765.08637934 4779.7662609  4779.48721653 4781.3854535  4784.65954287
 4792.07996876 4809.93802343 4811.02957113 4818.89957897 4825.81911284
 4837.99265798 4828.33970339 4839.57452151 4843.1075843 ]"
