nolines,lines
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.004643274706497545,0.016441982088543413
8.413408858487514e-17,8.413408858487514e-17
8.413408858487514e-17,8.413408858487514e-17
0.24980496267088087,0.2462372075865071
0.14115605185396782,0.13298963032883435
0.059740821679987136,0.06165224326818941
0.0433005993030119,0.04464504899762127
0.008145035297652193,0.008718931987347961
3.5388358909926865e-16,3.5388358909926865e-16
3.365363543395006e-16,3.365363543395006e-16
1.9081958235744878e-16,1.9081958235744878e-16
1.682681771697503e-16,1.682681771697503e-16
0.00027345017827750713,0.0004990991885387039
0.0023117904316784397,0.0021383170952877888
0.004438442857579668,0.0038657955196828445
0.0042661340813434185,0.0044102040769106845
0.0023188305242082766,0.0023368301179161497
0.0008406991138332307,0.0007667463726683152
0.0027554990473596915,0.002735616932247648
0.002429073897599676,0.0022829750327150043
0.0031600593348859716,0.0039358734735760745
0.002020587785769266,0.0020193996632662794
0.0005454356057317829,0.0006285698051927106
8.413408858487514e-17,8.413408858487514e-17
0.001066290298183385,0.0010876465418507841
0.00041686328694189143,0.00041686328694188677
0.00015803480629278884,0.0002734501782775063
0.0007535084604700828,0.0005444263035526453
0.00022338307903688678,0.00015803480629278906
0.000497493718553306,0.0004974937185533064
8.413408858487514e-17,0.00015803480629278892
8.413408858487514e-17,8.413408858487514e-17
0.0004462062303464525,0.0004974937185533068
0.0005444263035526431,0.0004722022871609099
0.005935747636144947,0.00561675840676811
0.004424248523760839,0.004331270021598728
0.004926570815486192,0.005286849250735284
0.002666533329999826,0.0024139127987564185
0.0028444287651477247,0.0025011947145314214
0.006247111332447978,0.005935012636886268
0.005625291103578575,0.0053929931392502455
0.0031301397732369732,0.0034785054261851937
0.008581665048229279,0.00908387444871411
0.016583048573769514,0.018233506930922506
0.0064310108070193585,0.006570684895808091
0.011751934947063036,0.011682358494756039
0.014994262235935508,0.016509061148351257
