nolines,lines
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.03678723148050151,0.0015803480629279106
8.413408858487514e-17,8.413408858487514e-17
8.413408858487514e-17,8.413408858487514e-17
0.2714291185558405,0.25904681965814697
0.14469072110885348,0.13711836638466787
0.060145057777011034,0.06109950388505609
0.043341232100622094,0.043041825879021424
0.008264851783305034,0.008908253195773076
3.5388358909926865e-16,3.5388358909926865e-16
3.365363543395006e-16,3.365363543395006e-16
1.9081958235744878e-16,1.9081958235744878e-16
1.682681771697503e-16,1.682681771697503e-16
0.00022338307903688238,0.00022338307903688683
0.0023967477964942406,0.002099999999999985
0.00419987797441782,0.003805837621339127
0.004108037852795432,0.004175736461990846
0.002315167380558025,0.0022186482371029295
0.0009350935782048657,0.0009597395480024852
0.002666008252050258,0.0025565406314001803
0.0023655020608741896,0.0023735205918634754
0.0032838658620595153,0.003363866822571914
0.0019367756710574463,0.0018997302440083319
0.0006285698051927103,0.0004722022871609112
8.413408858487514e-17,8.413408858487514e-17
0.0009699355648701587,0.0008665881374678467
0.0004974937185533052,0.0004974937185533046
8.413408858487514e-17,0.00022338307903688984
0.0006077622890571595,0.0005874521257089826
0.00015803480629278944,8.413408858487514e-17
0.0005462600113499139,0.0004722022871609116
0.00015803480629279011,8.413408858487514e-17
8.413408858487514e-17,8.413408858487514e-17
0.00047220228716091263,0.00035266839949164755
0.0004983974317750921,0.0006089129658662145
0.0048292442472917104,0.004832119100353377
0.004426906369012103,0.004605645991606378
0.0048107795626072735,0.005181611718374848
0.0024651521251233288,0.0025187248758052113
0.0029138934434875634,0.002936511535819303
0.006414029544677851,0.006040951911743708
0.005807400451148551,0.005240763303183995
0.0031435290677835357,0.0030886242892265007
0.007818566044998306,0.008520679256960723
0.017648732957354155,0.01865428637069774
0.006718630812896303,0.007004541383987935
0.009778425231089157,0.010030907237134625
0.015609612423119316,0.0158192130019163
