,mjd,time,dpar_smoothed,dparerr_smoothed,dpar_raw,dpar_error,dpar_detrended,dparerr_detrended,dpar_detrended_mean,dparerr_detrended_mean,dpar_detrended_median,dparerr_detrended_iqr_low,dparerr_detrended_iqr_high,dpar_detrended_weightedav,dparerr_detrended_weightedav,dpar_detrended_weightedav_detected_in_all_frames,dparerr_detrended_weightedav_detected_in_all_frames,ensamble_dpar,ensamble_dparerr,dpar_smoothed_median,dparerr_smoothed_median,dpar_smoothed_mean,dparerr_smoothed_mean,g_mag,g_mag_error,am
0,57374.24065968833,0.0,0.044473780692237536,0.02006232157113565,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,0.0,0.044473780692237536,0.02006232157113565,0.04387298253461036,0.02006232157113565,-0.014982650126349029,0.04642646956876727,1.4607134302405007
1,57374.24121741996,48.18801311776042,0.02975755997530604,0.01894660597817668,0.02897434485301006,0.05005874561909472,0.02975755997530604,0.081143278877445,0.030278726468829016,-0.012892900495409351,0.043062750949469576,0.0973366973387533,0.0090090900215202,0.02975755997530604,-0.013803243811438812,0.026055628473859838,-0.012892900495409351,-0.0007832151222959777,0.06386198943053353,0.02975755997530604,0.01894660597817668,0.03230877601917965,0.01894660597817668,0.03424571071028204,0.04507546182711653,1.4638367097919223
2,57374.24177234031,96.13313125446439,0.021291803020531956,0.018097531509799637,0.01649101309540049,0.05463050628377654,0.08037878914134705,0.07427096567578263,0.08004667134942405,0.006679753959224793,0.08767367951289885,0.15291251095719913,0.08587547259969791,0.08037878914134705,0.004314662600185842,0.07422237862068694,0.006679753959224793,-0.06388777604594656,0.0503158436835907,0.021291803020531956,0.018097531509799637,0.029873434775001925,0.018097531509799637,0.09773988083388474,0.050738631522842886,1.4669648292871655
3,57374.242327586275,144.1063824109733,0.012826046065757872,0.017172895165440693,0.015766218929632446,0.055503144357090035,0.05919000140916903,0.0827796442270944,0.06118307826082533,-0.009114500967178162,0.06079578082860111,0.12880322478640605,0.06526317359415394,0.05919000140916903,-0.005912411203698856,0.05755403003192171,-0.009114500967178162,-0.043423782479536585,0.06141555556078889,0.012826046065757872,0.017172895165440693,0.015886326754903337,0.017172895165440693,0.049862303588033896,0.0483861530864262,1.4701153225414465
4,57374.2428775539,191.62358532194048,0.0140346999500376,0.016442997292217088,0.08796874209960492,0.05242205104786007,0.10031431830863662,0.07201155316639589,0.10023028200531074,0.00678783122387553,0.091155727568961,0.10737619302902959,0.03420809755453494,0.10031431830863662,0.003050071612433189,0.09664469932704899,0.00678783122387553,-0.012345576209031693,0.04937197943542688,0.0140346999500376,0.016442997292217088,0.015822029462844736,0.016442997292217088,-0.15251230627693602,0.0421626683101504,1.47325595410914
5,57374.243432107214,239.53699157573283,0.012826046065757872,0.015820949943750346,0.008447679645623313,0.056310231630532025,-0.006402773626796582,0.0872577827380835,-0.006644051564159745,-0.014291072337547651,-0.013833564544058584,0.09279581890776495,-0.012549298295743742,-0.006402773626796582,-0.010346189381118566,-0.01809581551341522,-0.014291072337547651,0.014850453272419895,0.06665642101165059,0.012826046065757872,0.015820949943750346,0.008385456958896427,0.015820949943750346,0.10770299207511158,0.05037452108205764,1.4764441560981587
6,57374.24399959874,288.56825914699584,0.012826046065757872,0.01663642001790718,-0.09225041411863599,0.055676181090931136,-0.03707646307340463,0.0673604194293416,-0.036122382801538636,0.019014135527435867,-0.03224115826441047,0.13518297229472478,0.08952086000664025,-0.03707646307340463,0.01776063065543485,-0.03913353321466721,0.019014135527435867,-0.055173951045231366,0.037915550435496284,0.012826046065757872,0.01663642001790718,0.00609199431178436,0.01663642001790718,0.045653167538837636,0.04807693412063539,1.4797285246720993
7,57374.244556535,336.6875521838665,0.012826046065757872,0.016912300388306004,0.0543693697883285,0.05806549203582514,0.012826046065757872,0.07067425611747694,0.013466835732928326,0.019474402903383377,0.00871134267113035,0.03910471838713753,-0.0017763952949722966,0.012826046065757872,0.017775926235282513,0.010992142631151634,0.019474402903383377,0.04154332372257063,0.040289565800542625,0.012826046065757872,0.016912300388306004,0.010279538900671802,0.016912300388306004,-0.20501964754436486,0.04537627441752015,1.4829721700687266
8,57374.24512304739,385.6342226732522,-0.006402773626796582,0.017000062930951618,-0.10028809902595748,0.05409485378052438,-0.09601053740588536,0.0755130730239873,-0.0951175150829545,0.006451885678046838,-0.09514295605581438,0.10017786755629336,0.02174651994323526,-0.09601053740588536,0.0014073695742185602,-0.09659666063844975,0.006451885678046838,-0.004277561620072124,0.05268748420630582,-0.006402773626796582,0.017000062930951618,0.0007250363189315405,0.017000062930951618,0.03865122649569841,0.04719053447929654,1.4862949281507614
9,57374.24566513418,432.47052126098424,-0.006402773626796582,0.01709630888258792,-0.002207547235071307,0.056121666028061984,0.015243353834317328,0.06923348879581767,0.015421747507340516,0.023678837202936016,0.01327690025371804,0.09412101753379368,0.049723941556078656,0.015243353834317328,0.015579902708303867,0.00860459519385523,0.023678837202936016,-0.017450901069388635,0.04054176331975812,-0.006402773626796582,0.01709630888258792,-0.0004862521775685793,0.01709630888258792,-0.10579598435003668,0.04632502513125889,1.4894942141075889
10,57374.246237897605,481.95728135760874,-0.024720739257795825,0.01720173997390802,-0.07052721073027465,0.05700334478480448,-0.06598026808058666,0.07375849900849903,-0.06522636091373751,0.014993855686823779,-0.06398530819893648,0.09472442218176788,0.034062491125726166,-0.06598026808058666,0.01019592166270284,-0.06936279780345686,0.014993855686823779,-0.004546942649687995,0.04680742312210164,-0.024720739257795825,0.01720173997390802,-0.013883431317540674,0.01720173997390802,0.03392182365523766,0.05039110125019329,1.4928976803609326
11,57374.24679229859,529.8575263470411,-0.024720739257795825,0.017269908350172027,-0.015505992240664708,0.05659178103433223,-0.02522808911823277,0.09034670531654947,-0.0243547533144568,-0.003676062608357941,-0.029804254487360758,0.09464784116298512,-0.008590997234438312,-0.02522808911823277,-0.013834758571966914,-0.030430130506887636,-0.003676062608357941,0.009722096877568061,0.07042653960629915,-0.024720739257795825,0.017269908350172027,-0.012990177270283633,0.017269908350172027,-0.004050742505143035,0.04872410834306595,1.4962134716088444
12,57374.24734976024,578.0222130473703,-0.024720739257795825,0.017273344779509345,0.042291444979559105,0.0602144953961921,0.0758205504530679,0.1065907902983382,0.07767224739253799,-0.028618681285991543,0.05866878492828427,0.15509748106967358,0.0284724597072648,0.0758205504530679,-0.027738964573306935,0.07385023241508552,-0.028618681285991543,-0.03352910547350879,0.08795345996949903,-0.024720739257795825,0.017273344779509345,-0.013416774916845958,0.017273344779509345,0.14219881096670406,0.054925688005463776,1.499569568781967
13,57374.24790304527,625.8260393282399,-0.02522808911823277,0.01732034088489438,-0.039791717629544,0.05783266101344595,-0.024720739257795825,0.07938301875685125,-0.02565659692795333,0.006889156153909962,-0.022009886671546384,0.10581615434071895,0.03949830723902856,-0.024720739257795825,0.0034539244792596777,-0.03413163463068333,0.006889156153909962,-0.015070978371748171,0.054378736534186276,-0.02522808911823277,0.01732034088489438,-0.018341760136660768,0.01732034088489438,0.0032140116603560642,0.05049602655960367,1.5029231572248052
14,57374.24845713339,673.6992533085868,-0.024720739257795825,0.01743990190783913,0.029782495219746664,0.05897183396827017,0.045865827947667734,0.07242336864969684,0.04616848545507604,0.012487978495557849,0.0447364743067323,0.09903212735112234,0.0448772653426784,0.045865827947667734,0.016930578932428664,0.038515819674824786,0.012487978495557849,-0.016083332727921073,0.0420412550358415,-0.024720739257795825,0.01743990190783913,-0.006676459296603629,0.01743990190783913,0.04546318405142458,0.05054857804165396,1.5063030070471153
