,field,candidate id,object id,object ra,object dec,object MJD,object filter,object magnitude,object magnitude error,object real/bogus score,exposure id,mean seeing,airmass,object datetime,parallactic angle
444,COSMOS,DC21kjsl,1312899,150.41283621786,1.54817754414,59366.99376215,g,20.371,0.012,0.97,1157,1.46,1.32,2021-06-01 23:51:01.049760,142.9222568202297
445,COSMOS,DC21kewj,1279627,150.45104113037,1.54367774143,59364.00799948,g,22.402,0.099,0.495,1135,1.426,1.34,2021-05-30 00:11:31.155072,140.96181473603863
446,COSMOS,DC21kewj,1280871,150.4514319947,1.54359447831,59364.00926303,g,22.539,0.086,0.731,1136,1.318,1.35,2021-05-30 00:13:20.325792,140.56347443752315
447,COSMOS,DC21jydq,1244115,148.3171561894,1.65452552299,59360.98320209,g,20.727,0.05,1.0,1107,1.116,1.24,2021-05-26 23:35:48.660576,151.1476233427807
448,COSMOS,DC21jydq,1245178,148.31752230644,1.6545188151,59360.98445474,g,20.835,0.057,1.0,1108,1.115,1.24,2021-05-26 23:37:36.889536,150.61105053766903
449,COSMOS,DC21ipwg,1027465,148.20417084646,1.84684522561,59343.10641911,g,20.892,0.03,1.0,856,1.998,1.68,2021-05-09 02:33:14.611104,129.7758308070175
450,COSMOS,DC21ipwg,1032964,148.20432820881,1.84687192909,59343.11029339,r,20.383,0.019,0.984,859,1.79,1.72,2021-05-09 02:38:49.348896,129.1119600733145
451,COSMOS,DC21ipwg,1038449,148.20470670631,1.84693991504,59343.11897887,g,20.829,0.027,1.0,865,1.835,1.83,2021-05-09 02:51:19.774368,127.74094221558612
452,COSMOS,DC21bcivd,3110421,148.17257558589,1.89737093279,59372.96866625,g,21.919,0.044,1.0,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.03102680770786
453,COSMOS,DC21bcivd,3112092,148.17289424563,1.89732290978,59372.96992171,g,21.919,0.042,1.0,1443,1.085,1.3,2021-06-07 23:16:41.235744,143.59343693771726
454,COSMOS,DC21bcduj,3083500,148.37949625952,1.86604352535,59369.99532203,g,22.076,0.049,1.0,1421,0.946,1.38,2021-06-04 23:53:15.823392,138.34375504218832
455,COSMOS,DC21bcduj,3083650,148.37982081588,1.86597671922,59369.9965853,g,21.963,0.042,1.0,1422,0.917,1.39,2021-06-04 23:55:04.969920,137.98822912239604
456,COSMOS,DC21kcox,1264832,148.45523720068,1.81238958464,59364.00004739,g,20.249,0.098,0.76,1128,1.505,1.33,2021-05-30 00:00:04.094496,141.92894728732406
457,COSMOS,DC21kcox,1264507,148.45552312875,1.81225252793,59364.0012961,g,20.452,0.101,0.307,1129,1.626,1.33,2021-05-30 00:01:51.983040,141.52328500725386
458,COSMOS,DC21kcox,1271815,148.45576093382,1.81222603098,59364.00255778,r,19.887,0.012,1.0,1130,1.301,1.34,2021-05-30 00:03:40.992192,141.1195179665715
459,COSMOS,DC21kcox,1274198,148.45602931789,1.8121735566,59364.00369572,r,19.853,0.015,1.0,1131,1.318,1.34,2021-05-30 00:05:19.310208,140.76056394280627
460,COSMOS,DC21bisbe,4425695,148.41919986849,1.88159793197,59375.99692567,g,20.35,0.012,1.0,1520,1.313,1.5,2021-06-10 23:55:34.377888,133.8029988928366
461,COSMOS,DC21bisbe,4426057,148.41959976225,1.88145702052,59375.99819501,g,20.372,0.013,1.0,1521,1.308,1.51,2021-06-10 23:57:24.048864,133.51708785618376
462,COSMOS,DC21bcjsv,3116162,148.58398812658,1.87839886781,59372.96866625,g,22.03,0.043,1.0,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.42109843114542
463,COSMOS,DC21bcjsv,3117425,148.58430128168,1.87837548649,59372.96992171,g,22.107,0.044,1.0,1443,1.085,1.3,2021-06-07 23:16:41.235744,143.97771587955293
464,COSMOS,DC21jstl,1216443,148.56199615283,2.26272385942,59355.9872859,g,20.894,0.045,1.0,1038,1.261,1.22,2021-05-21 23:41:41.501760,156.14623246648193
465,COSMOS,DC21jstl,1214081,148.56240672552,2.26265754326,59355.98854063,g,20.835,0.042,1.0,1039,1.219,1.22,2021-05-21 23:43:29.910432,155.55808321830904
466,COSMOS,DC21bcjrz,3115894,148.73831072805,1.64396031679,59372.96866625,g,22.716,0.085,0.915,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.41291496212713
467,COSMOS,DC21bcjrz,3117304,148.7386085527,1.64387617244,59372.96992171,g,22.737,0.081,0.73,1443,1.085,1.3,2021-06-07 23:16:41.235744,143.96705576326056
468,COSMOS,DC21khfr,1296307,148.87467562454,1.53591037713,59366.98425757,g,22.149,0.056,0.996,1149,1.303,1.29,2021-06-01 23:37:19.854048,144.75963278240312
469,COSMOS,DC21khfr,1297473,148.87497647497,1.53583521554,59366.98552346,g,22.154,0.054,1.0,1150,1.261,1.3,2021-06-01 23:39:09.226944,144.3038522812617
470,COSMOS,DC21jvuz,1231242,148.71997288134,1.72573007564,59358.01150356,g,20.281,0.031,1.0,1059,1.169,1.31,2021-05-24 00:16:33.907584,143.78563126068406
471,COSMOS,DC21jvuz,1231782,148.72022534513,1.72570416676,59358.01278583,g,20.31,0.033,1.0,1060,1.185,1.31,2021-05-24 00:18:24.695712,143.34048897072466
472,COSMOS,DC21jvuz,1234010,148.72041740198,1.72568282142,59358.01405379,r,19.808,0.016,1.0,1061,0.985,1.32,2021-05-24 00:20:14.247456,142.90677404374148
473,COSMOS,DC21fkqo,569571,148.80262976055,1.7644374569,59319.03937002,g,22.488,0.066,0.938,470,1.123,1.18,2021-04-15 00:56:41.569728,-176.6852977549175
474,COSMOS,DC21fkqo,585189,148.80260918783,1.7644205437,59319.0403882,r,21.814,0.039,1.0,471,0.944,1.18,2021-04-15 00:58:09.540480,-177.2842433612509
475,COSMOS,DC21fkqo,585463,148.8025229391,1.76415032867,59319.05192692,g,22.484,0.064,1.0,479,1.004,1.18,2021-04-15 01:14:46.485888,175.91676538562373
476,COSMOS,DC21fkqo,589609,148.80254695861,1.76413443883,59319.05296139,r,21.761,0.036,1.0,480,0.879,1.18,2021-04-15 01:16:15.864096,175.3104831439647
477,COSMOS,DC21fkqo,10048976,148.80250274359,1.76409378182,59319.05427736,i,21.656,0.05,1.0,2007,0.806,1.18,2021-04-15 01:18:09.563904,174.54087592719986
478,COSMOS,DC21gcxg,671056,148.79015204768,1.84403569701,59322.07044741,g,22.49,0.074,0.948,537,1.057,1.2,2021-04-18 01:41:26.656224,161.02094206391382
479,COSMOS,DC21gcxg,677656,148.79018401803,1.8440666424,59322.07147551,r,21.887,0.042,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,160.49194945756278
480,COSMOS,DC21gcxg,700527,148.79015522251,1.844574264,59322.08305296,g,22.458,0.064,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,154.82790728121128
481,COSMOS,DC21ezha,505829,148.83569618258,1.82667217397,59316.05240716,g,22.449,0.081,0.456,441,1.412,1.18,2021-04-12 01:15:27.978624,-179.48748308028456
482,COSMOS,DC21ezha,516955,148.83567319114,1.82664330733,59316.05344965,r,21.663,0.036,1.0,442,1.288,1.18,2021-04-12 01:16:58.049760,179.89837320029858
483,COSMOS,DC21ezha,10038901,148.83565074917,1.82662781184,59316.05478104,i,21.665,0.045,1.0,1996,1.12,1.18,2021-04-12 01:18:53.081856,179.11410658874078
484,COSMOS,DC21ezha,529499,148.83535106629,1.8264660428,59316.06509043,g,22.462,0.076,0.617,450,1.296,1.18,2021-04-12 01:33:43.813152,173.07959604528838
485,COSMOS,DC21ezha,542513,148.83530380044,1.82642669254,59316.06612368,r,21.773,0.039,1.0,451,1.218,1.18,2021-04-12 01:35:13.085952,172.48197413588642
486,COSMOS,DC21ezha,10041240,148.83526460004,1.82637419958,59316.06746441,i,21.604,0.044,1.0,1999,1.136,1.18,2021-04-12 01:37:08.925024,171.70940374098726
487,COSMOS,DC21evcd,482780,148.83724878773,1.82761247766,59316.00244228,g,22.294,0.063,0.522,422,1.234,1.25,2021-04-12 00:03:31.012992,-152.7440252468663
488,COSMOS,DC21evcd,502224,148.83719211419,1.82758935006,59316.00347351,r,21.796,0.035,0.994,423,1.021,1.24,2021-04-12 00:05:00.111264,-153.20574452841706
489,COSMOS,DC21evcd,10032208,148.83717344028,1.82753593006,59316.00480017,i,21.653,0.041,1.0,1990,0.975,1.24,2021-04-12 00:06:54.734688,-153.8064551807104
490,COSMOS,DC21evcd,495186,148.83685002772,1.82739112401,59316.0151052,g,22.349,0.071,0.962,431,1.335,1.22,2021-04-12 00:21:45.089280,-158.7288588180619
491,COSMOS,DC21evcd,510254,148.83682866731,1.82734933164,59316.01613328,r,21.698,0.036,1.0,432,1.148,1.21,2021-04-12 00:23:13.915392,-159.2440920546144
492,COSMOS,DC21evcd,10036412,148.83677205555,1.8273324084,59316.01746408,i,21.672,0.046,1.0,1992,1.063,1.21,2021-04-12 00:25:08.896512,-159.91735048763223
493,COSMOS,DC21jxxv,1244172,149.03994571374,1.57104680181,59360.98320209,g,19.036,0.009,1.0,1107,1.116,1.24,2021-05-26 23:35:48.660576,151.96740400010137
494,COSMOS,DC21jxxv,1244939,149.04021792034,1.57110751419,59360.98445474,g,19.025,0.01,1.0,1108,1.115,1.24,2021-05-26 23:37:36.889536,151.41917462868025
495,COSMOS,DC21fztc,651656,149.07821445362,1.56139591076,59322.07044741,g,21.897,0.038,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,161.29955583380985
496,COSMOS,DC21fztc,659109,149.07820331364,1.56141908481,59322.07147551,r,21.385,0.024,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,160.7642874805158
497,COSMOS,DC21fztc,679311,149.07809892938,1.56193467657,59322.08305296,g,21.916,0.035,0.863,546,1.02,1.22,2021-04-18 01:59:35.775744,155.03354996067398
498,COSMOS,DC21bcjiw,3113584,149.14040363974,1.57074059822,59372.96866625,g,22.728,0.079,0.902,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.7636867059148
499,COSMOS,DC21bcjiw,3116521,149.14067916976,1.5707248565,59372.96992171,g,22.814,0.081,0.625,1443,1.085,1.3,2021-06-07 23:16:41.235744,144.31198332784095
500,COSMOS,DC21bcjiw,3122094,149.14095269932,1.57071768886,59372.97117404,r,22.202,0.067,1.0,1444,0.972,1.31,2021-06-07 23:18:29.437056,143.867915347493
501,COSMOS,DC21bcjtw,3116533,149.20103857589,1.64813965745,59372.96866625,g,22.291,0.054,1.0,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.87798638800408
502,COSMOS,DC21bcjtw,3116386,149.20145900281,1.64803734617,59372.96992171,g,22.362,0.055,1.0,1443,1.085,1.3,2021-06-07 23:16:41.235744,144.42558680998914
503,COSMOS,DC21kgah,1288982,149.17788335434,1.66399937338,59366.98425757,g,20.695,0.014,1.0,1149,1.303,1.29,2021-06-01 23:37:19.854048,145.15410436417588
504,COSMOS,DC21kgah,1289631,149.1781962913,1.66393310722,59366.98552346,g,20.711,0.014,1.0,1150,1.261,1.3,2021-06-01 23:39:09.226944,144.69408199078208
505,COSMOS,DC21jxxf,1244481,149.25271006781,1.68226507541,59360.98320209,g,20.328,0.03,1.0,1107,1.116,1.24,2021-05-26 23:35:48.660576,152.29808001739008
506,COSMOS,DC21jxxf,1244600,149.25293744604,1.68224630642,59360.98445474,g,20.246,0.028,1.0,1108,1.115,1.24,2021-05-26 23:37:36.889536,151.7472037596311
507,COSMOS,DC21bcisv,3109959,148.97514913191,1.81317722843,59372.96866625,g,22.882,0.098,0.578,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.76470462544378
508,COSMOS,DC21bcisv,3110989,148.97554495141,1.81313586145,59372.96992171,g,22.921,0.096,0.735,1443,1.085,1.3,2021-06-07 23:16:41.235744,144.3157668771906
509,COSMOS,DC21jsls,1213566,149.08820036313,1.85086282983,59355.9872859,g,20.915,0.048,1.0,1038,1.261,1.22,2021-05-21 23:41:41.501760,156.60918794338662
510,COSMOS,DC21jsls,1213911,149.08829137579,1.85086562661,59355.98854063,g,20.85,0.044,1.0,1039,1.219,1.22,2021-05-21 23:43:29.910432,156.00915373558348
511,COSMOS,DC21jsls,1218004,149.08840646017,1.85085051462,59355.98979931,r,20.456,0.027,1.0,1040,1.058,1.22,2021-05-21 23:45:18.660384,155.41393997984224
512,COSMOS,DC21jsls,1217702,149.0884853341,1.85084244333,59355.99093943,r,20.512,0.033,1.0,1041,1.23,1.23,2021-05-21 23:46:57.166752,154.88058582017092
513,COSMOS,DC21jsls,10232667,149.08859535677,1.85083697305,59355.99206597,i,20.386,0.031,1.0,2190,1.154,1.23,2021-05-21 23:48:34.499808,154.35909722549093
514,COSMOS,DC21bisuf,4431388,149.26644406804,1.79023156526,59375.99692567,g,21.578,0.035,1.0,1520,1.313,1.5,2021-06-10 23:55:34.377888,134.28652139816214
515,COSMOS,DC21bisuf,4431198,149.2666739689,1.79012010994,59375.99819501,g,21.619,0.037,1.0,1521,1.308,1.51,2021-06-10 23:57:24.048864,133.99230474807155
516,COSMOS,DC21bisuf,4439770,149.26691211292,1.7900061184,59375.99946203,r,21.197,0.034,1.0,1528,1.094,1.52,2021-06-10 23:59:13.519392,133.70330103403643
517,COSMOS,DC21bisuf,4443563,149.26712245273,1.78993249417,59376.00061019,r,21.158,0.031,1.0,1530,1.06,1.53,2021-06-11 00:00:52.720416,133.4453995501409
518,COSMOS,DC21jvvi,1231297,149.27506522102,1.83144831486,59358.01150356,g,21.033,0.061,1.0,1059,1.169,1.31,2021-05-24 00:16:33.907584,144.4010027358005
519,COSMOS,DC21jvvi,1231722,149.27516679669,1.83142475211,59358.01278583,g,21.054,0.064,0.996,1060,1.185,1.31,2021-05-24 00:18:24.695712,143.94778941337503
520,COSMOS,DC21jvvi,1233897,149.27530205074,1.83140628459,59358.01405379,r,20.567,0.031,0.027,1061,0.985,1.32,2021-05-24 00:20:14.247456,143.50622737004662
521,COSMOS,DC21jvvi,1236681,149.27541187791,1.83139148734,59358.01519761,r,20.551,0.032,1.0,1062,1.06,1.32,2021-05-24 00:21:53.073504,143.11343100118165
522,COSMOS,DC21khai,1292391,148.65842721993,1.98103235339,59366.98425757,g,21.961,0.046,1.0,1149,1.303,1.29,2021-06-01 23:37:19.854048,144.8479591803826
523,COSMOS,DC21khai,1293638,148.65871635797,1.98094117578,59366.98552346,g,22.005,0.045,0.999,1150,1.261,1.3,2021-06-01 23:39:09.226944,144.39582252766897
524,COSMOS,DC21find,559692,148.70118942129,1.97448904739,59319.03937002,g,22.294,0.052,1.0,470,1.123,1.18,2021-04-15 00:56:41.569728,-176.8688678246645
525,COSMOS,DC21find,567833,148.7012115593,1.97453112476,59319.0403882,r,21.734,0.036,1.0,471,0.944,1.18,2021-04-15 00:58:09.540480,-177.4644754418905
526,COSMOS,DC21find,569314,148.70120677621,1.97499331373,59319.05192692,g,22.419,0.053,0.957,479,1.004,1.18,2021-04-15 01:14:46.485888,175.77694509252638
527,COSMOS,DC21find,579211,148.7012040934,1.97503791709,59319.05296139,r,21.832,0.037,0.998,480,0.879,1.18,2021-04-15 01:16:15.864096,175.1744400477755
528,COSMOS,DC21fnfv,10048578,148.70119914276,1.97508295819,59319.05427736,i,21.817,0.052,1.0,2007,0.806,1.18,2021-04-15 01:18:09.563904,174.40978693203488
529,COSMOS,DC21fnfv,582106,148.70121872571,1.97549903239,59319.06498861,g,22.515,0.067,1.0,489,1.151,1.18,2021-04-15 01:33:35.015904,168.29783728398886
530,COSMOS,DC21fnfv,589931,148.70122251039,1.97553857922,59319.06601045,r,21.998,0.049,1.0,490,1.015,1.18,2021-04-15 01:35:03.302880,167.7283436358544
531,COSMOS,DC21fnfv,10050487,148.70123787121,1.97558804297,59319.06736121,i,21.813,0.057,1.0,2010,0.889,1.19,2021-04-15 01:37:00.008544,166.9799609847121
532,COSMOS,DC21fnfv,602448,148.70123802062,1.97600002778,59319.07766795,g,22.475,0.061,0.986,498,1.094,1.2,2021-04-15 01:51:50.510880,161.45840792150722
533,COSMOS,DC21fxkx,638052,148.83826145499,1.93529378087,59322.02199174,g,22.394,0.069,1.0,518,1.037,1.18,2021-04-18 00:31:40.086336,-171.32096918335066
534,COSMOS,DC21fxkx,644668,148.83827498372,1.93533790436,59322.02301609,r,21.791,0.041,1.0,519,0.933,1.18,2021-04-18 00:33:08.590176,-171.90774456640693
535,COSMOS,DC21fxkx,649746,148.83848720943,1.93578400286,59322.03460867,g,22.312,0.061,0.894,527,1.0,1.18,2021-04-18 00:49:50.189088,-178.65320845975552
536,COSMOS,DC21gbmy,662690,148.83909230832,1.93721435248,59322.07044741,g,21.964,0.042,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,161.1355989301835
537,COSMOS,DC21gbmy,669965,148.83911157517,1.93725458368,59322.07147551,r,21.577,0.031,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,160.60705278401142
538,COSMOS,DC21gbmy,686944,148.83930295423,1.93770043493,59322.08305296,g,21.94,0.036,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,154.94603613002118
539,COSMOS,DC21jvts,1231076,148.69130365128,2.14824632353,59358.01150356,g,21.061,0.065,0.861,1059,1.169,1.31,2021-05-24 00:16:33.907584,144.04586856358964
540,COSMOS,DC21jvts,1231923,148.6916728789,2.14825585466,59358.01278583,g,21.137,0.071,0.989,1060,1.185,1.31,2021-05-24 00:18:24.695712,143.60153357408274
541,COSMOS,DC21gbti,663831,148.71226800358,2.18288321812,59322.07044741,g,22.952,0.113,0.618,537,1.057,1.2,2021-04-18 01:41:26.656224,161.07179015591498
542,COSMOS,DC21gbti,685967,148.71228931042,2.18340438653,59322.08305296,g,22.929,0.096,0.93,546,1.02,1.22,2021-04-18 01:59:35.775744,154.92645542533003
543,COSMOS,DC21dupv,337171,148.77732409565,2.18549828004,59310.07143665,g,21.895,0.049,0.971,345,1.528,1.18,2021-04-06 01:42:52.126560,178.86948303159693
544,COSMOS,DC21dupv,344171,148.77729522787,2.18548704174,59310.07246789,r,21.319,0.032,1.0,346,1.5,1.18,2021-04-06 01:44:21.225696,178.2683994868294
545,COSMOS,DC21dupv,353810,148.77706447592,2.18558368123,59310.08407241,g,21.981,0.06,0.991,354,1.705,1.18,2021-04-06 02:01:03.856224,171.57013224815904
546,COSMOS,DC21dupv,363293,148.77703333192,2.18556820532,59310.08509767,r,21.239,0.034,0.999,355,1.689,1.18,2021-04-06 02:02:32.438688,170.98799702772752
547,COSMOS,DC21dpjj,307850,148.77839122423,2.18515762697,59310.02299648,g,21.766,0.044,0.992,326,1.476,1.24,2021-04-06 00:33:06.895872,-154.92547124867954
548,COSMOS,DC21dpjj,319089,148.77836728744,2.18517236674,59310.02401552,r,21.191,0.028,1.0,327,1.427,1.23,2021-04-06 00:34:34.940928,-155.3982711110119
549,COSMOS,DC21dpjj,9992303,148.7783379635,2.18517955736,59310.02533949,i,21.01,0.028,1.0,1960,1.223,1.23,2021-04-06 00:36:29.331936,-156.01901727737223
550,COSMOS,DC21dpjj,318444,148.77811818522,2.18524605996,59310.03559092,g,21.809,0.042,1.0,335,1.372,1.21,2021-04-06 00:51:15.055488,-161.06541559703285
551,COSMOS,DC21dpjj,330984,148.77808337938,2.18525739413,59310.03661916,r,21.236,0.026,1.0,336,1.286,1.21,2021-04-06 00:52:43.895424,-161.59403249389624
552,COSMOS,DC21dpjj,10095204,148.77806015798,2.18525384888,59310.03794176,i,21.098,0.029,1.0,2067,1.18,1.2,2021-04-06 00:54:38.168064,-162.2796047128927
553,COSMOS,DC21efoi,395975,148.7735943373,2.19807027252,59313.01701732,g,21.894,0.071,0.098,374,2.185,1.23,2021-04-09 00:24:30.296448,-155.9708099982604
554,COSMOS,DC21efoi,401732,148.77360273648,2.19811197921,59313.0180512,r,21.313,0.047,0.934,375,1.891,1.23,2021-04-09 00:25:59.623680,-156.4599798433361
555,COSMOS,DC21efoi,10011335,148.77360915618,2.19812423224,59313.01938271,i,21.148,0.053,0.931,1975,1.732,1.22,2021-04-09 00:27:54.666144,-157.0964315554542
556,COSMOS,DC21efoi,402713,148.77361531798,2.19813579001,59313.02962619,g,22.042,0.053,0.993,383,1.393,1.2,2021-04-09 00:42:39.702816,-162.22712412976642
557,COSMOS,DC21efoi,414412,148.77361282455,2.19813496548,59313.03064928,r,21.3,0.027,1.0,384,1.172,1.2,2021-04-09 00:44:08.097792,-162.76115747409713
558,COSMOS,DC21efoi,10014611,148.77361496881,2.19813354489,59313.0319753,i,21.245,0.036,1.0,1978,1.073,1.2,2021-04-09 00:46:02.665920,-163.45874215147066
559,COSMOS,DC21efoi,414975,148.77367098457,2.19819781126,59313.06503684,g,21.817,0.044,0.945,393,1.565,1.18,2021-04-09 01:33:39.182976,177.8204988620896
560,COSMOS,DC21efoi,421252,148.77365339292,2.19818024511,59313.06606899,r,21.25,0.028,1.0,394,1.432,1.18,2021-04-09 01:35:08.360736,177.21998124572303
561,COSMOS,DC21efoi,10018723,148.77367054494,2.19819128054,59313.06739919,i,21.178,0.038,0.103,1981,1.521,1.18,2021-04-09 01:37:03.290016,176.44718370644563
562,COSMOS,DC21efoi,436926,148.77365335012,2.19821622244,59313.07761541,g,21.941,0.051,0.991,402,1.601,1.18,2021-04-09 01:51:45.971424,170.5846265492236
563,COSMOS,DC21efoi,443140,148.77367484847,2.19821432425,59313.07864159,r,21.283,0.032,1.0,403,1.543,1.18,2021-04-09 01:53:14.633376,170.00601248576893
564,COSMOS,DC21efoi,10022926,148.77367300622,2.198206294,59313.07996591,i,21.23,0.046,0.998,1984,1.577,1.18,2021-04-09 01:55:09.054624,169.26278545958917
565,COSMOS,DC21efoi,450258,148.77373059109,2.19827172428,59313.1077991,g,21.952,0.042,1.0,412,1.267,1.22,2021-04-09 02:35:13.842240,154.9341395664837
566,COSMOS,DC21efoi,461743,148.77373861107,2.19826368691,59313.1088315,r,21.214,0.022,1.0,413,1.155,1.23,2021-04-09 02:36:43.041600,154.45971405872717
567,COSMOS,DC21efoi,10026720,148.77374494049,2.19826408511,59313.11017916,i,21.104,0.025,1.0,1987,1.091,1.23,2021-04-09 02:38:39.479424,153.84717931899732
568,COSMOS,DC21kgue,1292951,148.825826804,2.16750900809,59366.98425757,g,20.667,0.014,1.0,1149,1.303,1.29,2021-06-01 23:37:19.854048,145.14113486731296
569,COSMOS,DC21kgue,1293079,148.82608779776,2.16747717126,59366.98552346,g,20.655,0.014,1.0,1150,1.261,1.3,2021-06-01 23:39:09.226944,144.68686618201346
570,COSMOS,DC21etlr,473713,148.83784138172,2.19635213069,59316.00244228,g,22.008,0.049,1.0,422,1.234,1.25,2021-04-12 00:03:31.012992,-152.96952528424433
571,COSMOS,DC21etlr,487153,148.837856083,2.19635555344,59316.00347351,r,21.349,0.024,1.0,423,1.021,1.24,2021-04-12 00:05:00.111264,-153.42898245712345
572,COSMOS,DC21etlr,483581,148.83814361331,2.19633104354,59316.0151052,g,22.025,0.052,0.999,431,1.335,1.22,2021-04-12 00:21:45.089280,-158.9191070410805
573,COSMOS,DC21etlr,492673,148.83817102097,2.19631618044,59316.01613328,r,21.322,0.026,1.0,432,1.148,1.21,2021-04-12 00:23:13.915392,-159.43075086599086
574,COSMOS,DC21etlr,10033836,148.83819530618,2.19631098568,59316.01746408,i,21.228,0.03,1.0,1992,1.063,1.21,2021-04-12 00:25:08.896512,-160.0991585539711
575,COSMOS,DC21exvi,497726,148.83903206824,2.19620684917,59316.05240716,g,21.982,0.053,0.993,441,1.412,1.18,2021-04-12 01:15:27.978624,-179.48732196960313
576,COSMOS,DC21exvi,506616,148.83907983071,2.19620712826,59316.05344965,r,21.317,0.027,1.0,442,1.288,1.18,2021-04-12 01:16:58.049760,179.90491231925367
577,COSMOS,DC21exvi,10037996,148.83910505942,2.19619098312,59316.05478104,i,21.232,0.031,1.0,1996,1.12,1.18,2021-04-12 01:18:53.081856,179.12871861040205
578,COSMOS,DC21exvi,520833,148.83934276774,2.19615863416,59316.06509043,g,22.044,0.052,0.992,450,1.296,1.18,2021-04-12 01:33:43.813152,173.15568757237546
579,COSMOS,DC21exvi,531162,148.83937563697,2.19615308785,59316.06612368,r,21.344,0.027,1.0,451,1.218,1.18,2021-04-12 01:35:13.085952,172.56403588900372
580,COSMOS,DC21jvkj,1229123,148.93016687319,2.12824938683,59358.01150356,g,21.316,0.08,0.989,1059,1.169,1.31,2021-05-24 00:16:33.907584,144.2644108991706
581,COSMOS,DC21jvkj,1230972,148.9303752748,2.12815360052,59358.01278583,g,21.22,0.074,1.0,1060,1.185,1.31,2021-05-24 00:18:24.695712,143.81645632193081
582,COSMOS,DC21jvkj,1233270,148.93059234662,2.12812134381,59358.01405379,r,20.815,0.04,1.0,1061,0.985,1.32,2021-05-24 00:20:14.247456,143.37998075778293
583,COSMOS,DC21fztx,651842,149.04739790375,2.04867461008,59322.07044741,g,22.143,0.049,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,161.48636560534456
584,COSMOS,DC21fztx,659407,149.04737233143,2.04870511553,59322.07147551,r,21.488,0.028,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,160.95671302023058
585,COSMOS,DC21fztx,10062421,149.0473871554,2.04876439163,59322.07280599,i,21.299,0.03,0.622,2027,0.867,1.2,2021-04-18 01:44:50.437536,160.27726182686547
586,COSMOS,DC21fztx,679710,149.04727887623,2.04911540569,59322.08305296,g,22.168,0.045,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,155.2793516458604
587,COSMOS,DC21fztx,683293,149.04727017981,2.04917057959,59322.08407847,r,21.415,0.027,1.0,547,0.977,1.23,2021-04-18 02:01:04.379808,154.80303765096593
588,COSMOS,DC21fxfk,637212,149.04781505919,2.04688740391,59322.02199174,g,22.35,0.066,0.849,518,1.037,1.18,2021-04-18 00:31:40.086336,-171.01666098179578
589,COSMOS,DC21fxfk,639317,149.04780513332,2.04694580967,59322.02301609,r,21.734,0.038,1.0,519,0.933,1.18,2021-04-18 00:33:08.590176,-171.60058320055418
590,COSMOS,DC21fxfk,10057752,149.04778936794,2.04697632611,59322.02435085,i,21.554,0.041,1.0,2021,0.87,1.18,2021-04-18 00:35:03.913440,-172.36449805921248
591,COSMOS,DC21fxfk,641778,149.0477143684,2.04733234246,59322.03460867,g,22.444,0.066,1.0,527,1.0,1.18,2021-04-18 00:49:50.189088,-178.31829770126433
592,COSMOS,DC21fxfk,647042,149.04768927758,2.04740509038,59322.03563456,r,21.646,0.034,1.0,528,0.937,1.18,2021-04-18 00:51:18.825984,-178.9185747100933
593,COSMOS,DC21fhqq,555618,149.17545383393,2.07351508042,59319.03937002,g,22.5,0.059,0.865,470,1.123,1.18,2021-04-15 00:56:41.569728,-176.11211211546367
594,COSMOS,DC21fhqq,605026,149.17547510613,2.07352025192,59319.11790812,g,22.522,0.061,1.0,508,1.079,1.31,2021-04-15 02:49:47.261568,144.49677875629237
595,COSMOS,DC21fhqq,612259,149.17550064675,2.07347150675,59319.11893053,r,22.005,0.041,0.348,509,0.929,1.31,2021-04-15 02:51:15.597792,144.13579095828828
596,COSMOS,DC21jyjr,1245176,149.06913250694,2.12290088711,59360.98320209,g,21.61,0.1,0.643,1107,1.116,1.24,2021-05-26 23:35:48.660576,152.34855288674856
597,COSMOS,DC21jyjr,1245448,149.06937240446,2.12287706572,59360.98445474,g,21.674,0.107,0.437,1108,1.115,1.24,2021-05-26 23:37:36.889536,151.8033037947793
598,COSMOS,DC21jyjr,1246334,149.06963031554,2.12283291106,59360.98570281,r,20.917,0.041,1.0,1109,0.956,1.25,2021-05-26 23:39:24.722784,151.2667456445282
599,COSMOS,DC21fhuj,556157,149.12927702959,2.20135873681,59319.03937002,g,22.187,0.047,1.0,470,1.123,1.18,2021-04-15 00:56:41.569728,-176.1999462800172
