,field,candidate id,object id,object ra,object dec,object MJD,object filter,object magnitude,object magnitude error,object real/bogus score,exposure id,mean seeing,airmass,object datetime,parallactic angle
0,COSMOS,DC21jyeo,1244336,148.62794007568,1.02052083098,59360.98320209,g,21.359,0.084,0.956,1107,1.116,1.24,2021-05-26 23:35:48.660576,151.1089337819433
1,COSMOS,DC21jyeo,1244619,148.62824815595,1.02049352211,59360.98445474,g,21.596,0.11,0.612,1108,1.115,1.24,2021-05-26 23:37:36.889536,150.56373528928316
2,COSMOS,DC21jvtr,1231065,148.39409524473,1.40721560308,59358.01150356,g,18.943,0.009,1.0,1059,1.169,1.31,2021-05-24 00:16:33.907584,143.2505189376084
3,COSMOS,DC21jvtr,1232660,148.39435842626,1.40730074747,59358.01278583,g,18.932,0.01,0.998,1060,1.185,1.31,2021-05-24 00:18:24.695712,142.81003080418733
4,COSMOS,DC21jvtr,1233917,148.39461823291,1.40736340556,59358.01405379,r,18.44,0.005,1.0,1061,0.985,1.32,2021-05-24 00:20:14.247456,142.3809966437726
5,COSMOS,DC21bcfau,3089222,148.46743959909,1.39256604887,59369.99532203,g,21.713,0.034,1.0,1421,0.946,1.38,2021-06-04 23:53:15.823392,138.0922269892342
6,COSMOS,DC21bcfau,3089081,148.46784271004,1.39251742088,59369.9965853,g,21.71,0.032,1.0,1422,0.917,1.39,2021-06-04 23:55:04.969920,137.7368967284727
7,COSMOS,DC21bcfau,3094437,148.46822329688,1.39246562879,59369.99784405,r,21.053,0.029,1.0,1423,0.934,1.4,2021-06-04 23:56:53.725920,137.38835022543236
8,COSMOS,DC21fmml,10047388,148.91476240237,0.79334427675,59319.04170857,i,21.204,0.037,1.0,2004,0.986,1.18,2021-04-15 01:00:03.620448,-177.8192904815065
9,COSMOS,DC21fmml,587061,148.91501098552,0.79371708873,59319.05192692,g,21.809,0.035,1.0,479,1.004,1.18,2021-04-15 01:14:46.485888,175.9905104088262
10,COSMOS,DC21fmml,578186,148.91503984167,0.79378422221,59319.05296139,r,21.278,0.024,1.0,480,0.879,1.18,2021-04-15 01:16:15.864096,175.3671131475714
11,COSMOS,DC21fmml,583338,148.91531501248,0.79423297327,59319.06498861,g,21.875,0.042,1.0,489,1.151,1.18,2021-04-15 01:33:35.015904,168.25482524003354
12,COSMOS,DC21jrzg,1210241,148.95295407297,0.80050237825,59355.9872859,g,21.12,0.06,0.872,1038,1.261,1.22,2021-05-21 23:41:41.501760,155.81712595463048
13,COSMOS,DC21jrzg,1212223,148.9531804239,0.80046751788,59355.98854063,g,21.156,0.061,0.909,1039,1.219,1.22,2021-05-21 23:43:29.910432,155.20901649155687
14,COSMOS,DC21fxgz,637465,148.6759473526,0.96483999998,59322.02199174,g,22.132,0.06,0.991,518,1.037,1.18,2021-04-18 00:31:40.086336,-171.34778022638673
15,COSMOS,DC21fxgz,639321,148.67594585985,0.9648436041,59322.02301609,r,21.562,0.035,1.0,519,0.933,1.18,2021-04-18 00:33:08.590176,-171.95099038569094
16,COSMOS,DC21fxgz,10057851,148.67596261368,0.9648251932,59322.02435085,i,21.453,0.041,1.0,2021,0.87,1.18,2021-04-18 00:35:03.913440,-172.74009289734525
17,COSMOS,DC21fxgz,641939,148.67588295112,0.96482412573,59322.03460867,g,22.145,0.057,1.0,527,1.0,1.18,2021-04-18 00:49:50.189088,-178.88741346951545
18,COSMOS,DC21fxgz,647168,148.67588187424,0.964800526,59322.03563456,r,21.635,0.036,1.0,528,0.937,1.18,2021-04-18 00:51:18.825984,-179.50659233874504
19,COSMOS,DC21fxgz,10060380,148.67585882193,0.96479547233,59322.03695933,i,21.493,0.04,1.0,2024,0.841,1.18,2021-04-18 00:53:13.286112,179.69362739880214
20,COSMOS,DC21fxgz,652215,148.67561148021,0.96469845827,59322.07044741,g,22.105,0.054,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,160.4195896649911
21,COSMOS,DC21fxgz,659818,148.67560207695,0.96467577019,59322.07147551,r,21.573,0.033,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,159.88231640980933
22,COSMOS,DC21fxgz,679423,148.67553633032,0.96463645074,59322.08305296,g,22.129,0.049,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,154.14593556532154
23,COSMOS,DC21fxgz,685377,148.67552780334,0.96461921818,59322.08407847,r,21.574,0.034,1.0,547,0.977,1.23,2021-04-18 02:01:04.379808,153.666633880438
24,COSMOS,DC21fkvk,570359,148.70792482659,0.96857845293,59319.06498861,g,22.108,0.05,1.0,489,1.151,1.18,2021-04-15 01:33:35.015904,167.98222286009357
25,COSMOS,DC21fkvk,578736,148.70790729268,0.96855314452,59319.06601045,r,21.595,0.035,0.989,490,1.015,1.18,2021-04-15 01:35:03.302880,167.3980236313143
26,COSMOS,DC21fkvk,10049919,148.70785679488,0.96856463793,59319.06736121,i,21.317,0.039,0.997,2010,0.889,1.19,2021-04-15 01:37:00.008544,166.63054438117717
27,COSMOS,DC21fkvk,595431,148.70756167012,0.96862072918,59319.07766795,g,22.055,0.045,1.0,498,1.094,1.2,2021-04-15 01:51:50.510880,160.9795893286041
28,COSMOS,DC21fkvk,599603,148.70752397885,0.96857183344,59319.0786915,r,21.448,0.031,1.0,499,0.989,1.2,2021-04-15 01:53:18.945600,160.44025541770142
29,COSMOS,DC21fkvk,10051771,148.70748780982,0.96857280493,59319.08002266,i,21.365,0.046,1.0,2013,1.07,1.2,2021-04-15 01:55:13.957824,159.7452791580356
30,COSMOS,DC21joys,1191712,148.94754562661,0.97674807725,59352.01203252,g,21.197,0.045,0.997,1018,1.333,1.25,2021-05-18 00:17:19.609728,149.6274615072947
31,COSMOS,DC21joys,1192412,148.94778029238,0.97668716947,59352.01329324,g,21.066,0.05,0.983,1019,1.398,1.25,2021-05-18 00:19:08.535936,149.09786471745707
32,COSMOS,DC21joys,1195805,148.94798409828,0.97666330708,59352.01454465,r,20.69,0.055,1.0,1020,1.374,1.26,2021-05-18 00:20:56.657760,148.57933252686993
33,COSMOS,DC21jrwh,1210113,148.87857639392,1.08145148646,59355.9872859,g,21.048,0.053,1.0,1038,1.261,1.22,2021-05-21 23:41:41.501760,155.88454983019346
34,COSMOS,DC21jrwh,1212008,148.87881070551,1.08144182278,59355.98854063,g,21.034,0.051,1.0,1039,1.219,1.22,2021-05-21 23:43:29.910432,155.28037618708285
35,COSMOS,DC21jsnh,1213286,148.96790900178,1.08072690475,59355.9872859,g,21.703,0.097,0.455,1038,1.261,1.22,2021-05-21 23:41:41.501760,156.0041692470435
36,COSMOS,DC21jsnh,1213956,148.96807514829,1.08072070642,59355.98854063,g,21.841,0.107,0.194,1039,1.219,1.22,2021-05-21 23:43:29.910432,155.39851799789494
37,COSMOS,DC21jsnh,1218204,148.9682534583,1.08067102212,59355.98979931,r,21.167,0.051,1.0,1040,1.058,1.22,2021-05-21 23:45:18.660384,154.79800741943146
38,COSMOS,DC21jsnh,1217565,148.96837759023,1.08065775024,59355.99093943,r,21.134,0.059,1.0,1041,1.23,1.23,2021-05-21 23:46:57.166752,154.26017093016918
39,COSMOS,DC21jyce,1246819,149.01670173719,0.94095728052,59360.98320209,g,19.134,0.01,1.0,1107,1.116,1.24,2021-05-26 23:35:48.660576,151.53148849819496
40,COSMOS,DC21jyce,1247223,149.0169925019,0.94091068744,59360.98445474,g,19.164,0.011,1.0,1108,1.115,1.24,2021-05-26 23:37:36.889536,150.97957464421768
41,COSMOS,DC21gnwt,724821,149.16281734353,1.04374292792,59328.990906,g,21.229,0.114,0.186,583,1.29,1.2,2021-04-24 23:46:54.278400,-163.79071364728085
42,COSMOS,DC21gnwt,726952,149.16281946838,1.04373780253,59328.99195968,r,20.384,0.038,1.0,584,1.235,1.2,2021-04-24 23:48:25.316352,-164.369756556987
43,COSMOS,DC21gnwt,729342,149.1627830028,1.04377922194,59329.00455848,g,21.038,0.085,0.991,592,1.188,1.18,2021-04-25 00:06:33.852672,-171.56141989974927
44,COSMOS,DC21gnwt,734112,149.16282495706,1.04379492585,59329.00558392,r,20.42,0.034,1.0,593,1.033,1.18,2021-04-25 00:08:02.450688,-172.16459658076636
45,COSMOS,DC21gnwt,740239,149.1628126534,1.04404904546,59329.04844264,g,21.35,0.112,0.33,602,1.091,1.2,2021-04-25 01:09:45.444096,162.71737152271248
46,COSMOS,DC21gnwt,743539,149.16281036933,1.04405720349,59329.04947984,r,20.583,0.036,1.0,603,0.891,1.2,2021-04-25 01:11:15.058176,162.15890111553125
47,COSMOS,DC21gnwt,747929,149.1627941775,1.04411977888,59329.06110184,g,21.507,0.124,0.301,611,1.002,1.22,2021-04-25 01:27:59.198976,156.19950836569495
48,COSMOS,DC21gnwt,750501,149.16280080955,1.04412443179,59329.06214615,r,20.702,0.04,1.0,612,0.884,1.22,2021-04-25 01:29:29.427360,155.69239520043953
49,COSMOS,DC21gdfx,673223,149.26188788523,0.96924980971,59322.07044741,g,20.977,0.018,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,161.27928154728284
50,COSMOS,DC21gdfx,677498,149.26186784954,0.96925992146,59322.07147551,r,20.307,0.01,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,160.73528632157937
51,COSMOS,DC21gdfx,10063332,149.2618208575,0.96928370083,59322.07280599,i,20.147,0.011,1.0,2027,0.867,1.2,2021-04-18 01:44:50.437536,160.03761527382795
52,COSMOS,DC21gdfx,696114,149.26140663265,0.96945013677,59322.08305296,g,21.033,0.017,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,154.917159605162
53,COSMOS,DC21gdfx,714198,149.26139400331,0.96946460699,59322.08407847,r,20.404,0.011,1.0,547,0.977,1.23,2021-04-18 02:01:04.379808,154.430340978718
54,COSMOS,DC21fxee,637166,149.28313473698,1.13254829283,59322.02199174,g,18.728,0.002,1.0,518,1.037,1.18,2021-04-18 00:31:40.086336,-170.4075840958746
55,COSMOS,DC21fxee,638571,149.28314044665,1.13258813232,59322.02301609,r,18.121,0.001,0.98,519,0.933,1.18,2021-04-18 00:33:08.590176,-171.00432439974512
56,COSMOS,DC21fxee,641741,149.28319940678,1.13306374521,59322.03460867,g,18.746,0.002,1.0,527,1.0,1.18,2021-04-18 00:49:50.189088,-177.88301142803394
57,COSMOS,DC21fzri,651368,149.28337045311,1.13452797031,59322.07044741,g,18.873,0.002,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,161.39185268837147
58,COSMOS,DC21fzri,658622,149.28337049302,1.13457444486,59322.07147551,r,18.251,0.001,0.966,538,0.946,1.2,2021-04-18 01:42:55.484064,160.84955015598672
59,COSMOS,DC21fzri,679270,149.28343675715,1.13504228181,59322.08305296,g,18.901,0.002,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,155.04686010125045
60,COSMOS,DC21jsfn,1211630,148.83391373765,1.1956824522,59355.9872859,g,21.185,0.057,0.888,1038,1.261,1.22,2021-05-21 23:41:41.501760,155.89220973574422
61,COSMOS,DC21jsfn,1211998,148.83411848824,1.19568243261,59355.98854063,g,21.23,0.059,1.0,1039,1.219,1.22,2021-05-21 23:43:29.910432,155.2897962872038
62,COSMOS,DC21biryj,4425007,148.86919048101,1.15503449656,59375.99692567,g,22.273,0.066,0.982,1520,1.313,1.5,2021-06-10 23:55:34.377888,133.62744770951366
63,COSMOS,DC21biryj,4427009,148.86949249612,1.15496151408,59375.99819501,g,22.347,0.069,0.86,1521,1.308,1.51,2021-06-10 23:57:24.048864,133.34011947085256
64,COSMOS,DC21bcisn,3109865,148.96179524367,1.17118553217,59372.96866625,g,22.3,0.053,0.875,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.3061526256894
65,COSMOS,DC21bcisn,3111665,148.96224964272,1.17114882286,59372.96992171,g,22.344,0.052,0.934,1443,1.085,1.3,2021-06-07 23:16:41.235744,143.85677464586578
66,COSMOS,DC21khvp,1296620,148.7105374228,1.44633675171,59366.98425757,g,21.333,0.027,1.0,1149,1.303,1.29,2021-06-01 23:37:19.854048,144.5329516283405
67,COSMOS,DC21khvp,1297658,148.71096470325,1.44627045697,59366.98552346,g,21.349,0.026,1.0,1150,1.261,1.3,2021-06-01 23:39:09.226944,144.07959905116925
68,COSMOS,DC21ghyb,10059623,148.81544445605,1.39145317149,59322.02435085,i,20.868,0.022,1.0,2021,0.87,1.18,2021-04-18 00:35:03.913440,-172.60101680369866
69,COSMOS,DC21ghyb,10061351,148.81546185359,1.39133120249,59322.03695933,i,20.935,0.022,1.0,2024,0.841,1.18,2021-04-18 00:53:13.286112,179.92797589195996
70,COSMOS,DC21ghyb,10063222,148.81547401924,1.39101244805,59322.07280599,i,20.849,0.02,1.0,2027,0.867,1.2,2021-04-18 01:44:50.437536,159.61721085958104
71,COSMOS,DC21ghyb,698413,148.81551224356,1.39091400549,59322.08305296,g,21.455,0.024,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,154.58946933582462
72,COSMOS,DC21ghyb,707246,148.81550237163,1.39090409659,59322.08407847,r,20.975,0.018,1.0,547,0.977,1.23,2021-04-18 02:01:04.379808,154.11134341226685
73,COSMOS,DC21ghyb,10077383,148.81550430366,1.39089686982,59322.08542429,i,20.81,0.019,1.0,2046,0.863,1.23,2021-04-18 02:03:00.658656,153.4909828935118
74,COSMOS,DC21ghyb,706631,148.81555257321,1.39060038547,59322.11625093,g,21.594,0.024,1.0,556,0.937,1.33,2021-04-18 02:47:24.080352,141.46497153144384
75,COSMOS,DC21ghyb,713749,148.81554900521,1.39059808284,59322.11726972,r,21.072,0.016,1.0,557,0.875,1.34,2021-04-18 02:48:52.103808,141.13572765637895
76,COSMOS,DC21ghyb,10077676,148.81553943089,1.39059057383,59322.11860021,i,20.853,0.018,1.0,2047,0.789,1.34,2021-04-18 02:50:47.058144,140.71182501549748
77,COSMOS,DC21fyfd,642534,148.81544818842,1.39147353474,59322.02199174,g,21.496,0.031,1.0,518,1.037,1.18,2021-04-18 00:31:40.086336,-171.2265495407558
78,COSMOS,DC21fyfd,657795,148.81545345198,1.3914714448,59322.02301609,r,21.002,0.02,1.0,519,0.933,1.18,2021-04-18 00:33:08.590176,-171.82200151621126
79,COSMOS,DC21fyfd,659805,148.81547480221,1.39134510485,59322.03460867,g,21.579,0.031,1.0,527,1.0,1.18,2021-04-18 00:49:50.189088,-178.67043500475418
80,COSMOS,DC21fyfd,668598,148.81546993856,1.3913458299,59322.03563456,r,21.058,0.02,1.0,528,0.937,1.18,2021-04-18 00:51:18.825984,-179.2820115924692
81,COSMOS,DC21fyfd,671351,148.81548576315,1.39102280144,59322.07044741,g,21.5,0.028,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,160.8364987825345
82,COSMOS,DC21fyfd,676848,148.81547781297,1.39102128395,59322.07147551,r,21.003,0.018,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,160.30228251521908
83,COSMOS,DC21fitu,567984,148.82270056836,1.4124542957,59319.03937002,g,21.45,0.025,1.0,470,1.123,1.18,2021-04-15 00:56:41.569728,-176.6193215918771
84,COSMOS,DC21fitu,584390,148.82266948152,1.41244871154,59319.0403882,r,20.982,0.018,1.0,471,0.944,1.18,2021-04-15 00:58:09.540480,-177.22417406152636
85,COSMOS,DC21fitu,578763,148.82246444877,1.41239840438,59319.05192692,g,21.404,0.022,1.0,479,1.004,1.18,2021-04-15 01:14:46.485888,175.90896549930812
86,COSMOS,DC21fitu,590034,148.82244683249,1.41238084766,59319.05296139,r,20.898,0.016,1.0,480,0.879,1.18,2021-04-15 01:16:15.864096,175.29659942239053
87,COSMOS,DC21fitu,589097,148.82225191354,1.41233404055,59319.06498861,g,21.437,0.026,0.999,489,1.151,1.18,2021-04-15 01:33:35.015904,168.30812938944155
88,COSMOS,DC21fitu,593403,148.8222049991,1.41232966621,59319.06601045,r,20.929,0.018,1.0,490,1.015,1.18,2021-04-15 01:35:03.302880,167.7295264111011
89,COSMOS,DC21joll,1188538,148.94960662909,1.36656660335,59352.01203252,g,21.211,0.046,1.0,1018,1.333,1.25,2021-05-18 00:17:19.609728,149.89116892752102
90,COSMOS,DC21joll,1190380,148.94982355977,1.36659177745,59352.01329324,g,21.189,0.057,1.0,1019,1.398,1.25,2021-05-18 00:19:08.535936,149.363486768922
91,COSMOS,DC21joll,1189791,148.9500973389,1.36659039719,59352.01454465,r,20.453,0.044,1.0,1020,1.374,1.26,2021-05-18 00:20:56.657760,148.84675890378284
92,COSMOS,DC21khwz,1296867,149.0565024252,1.19729446475,59366.98425757,g,22.378,0.065,0.895,1149,1.303,1.29,2021-06-01 23:37:19.854048,144.70714419226042
93,COSMOS,DC21khwz,1298136,149.05688755278,1.19725450301,59366.98552346,g,22.501,0.071,0.963,1150,1.261,1.3,2021-06-01 23:39:09.226944,144.24836702059338
94,COSMOS,DC21fxgg,637329,149.21732818141,1.1806535079,59322.02199174,g,22.263,0.062,1.0,518,1.037,1.18,2021-04-18 00:31:40.086336,-170.52638566011862
95,COSMOS,DC21fxgg,638887,149.21732196658,1.18061258028,59322.02301609,r,21.619,0.03,1.0,519,0.933,1.18,2021-04-18 00:33:08.590176,-171.1227756559976
96,COSMOS,DC21fxgg,10058014,149.21731672548,1.18058152211,59322.02435085,i,21.503,0.038,1.0,2021,0.87,1.18,2021-04-18 00:35:03.913440,-171.90328233422898
97,COSMOS,DC21fxgg,641959,149.21732536623,1.18028953214,59322.03460867,g,22.267,0.058,1.0,527,1.0,1.18,2021-04-18 00:49:50.189088,-177.99519307513128
98,COSMOS,DC21fxgg,646479,149.2173289717,1.18029286229,59322.03563456,r,21.593,0.029,1.0,528,0.937,1.18,2021-04-18 00:51:18.825984,-178.61005048214278
99,COSMOS,DC21fxgg,10060374,149.2173130016,1.18023358054,59322.03695933,i,21.412,0.032,1.0,2024,0.841,1.18,2021-04-18 00:53:13.286112,-179.40459916292264
100,COSMOS,DC21bcitb,3110005,149.37110171647,0.95720524995,59372.96866625,g,21.863,0.038,1.0,1442,1.132,1.3,2021-06-07 23:14:52.764000,144.56703937952412
101,COSMOS,DC21bcitb,3111602,149.37151390068,0.95705999336,59372.96992171,g,21.856,0.036,1.0,1443,1.085,1.3,2021-06-07 23:16:41.235744,144.11124486887343
102,COSMOS,DC21foro,589963,149.5993079688,0.91505630112,59319.06498861,g,20.266,0.009,1.0,489,1.151,1.18,2021-04-15 01:33:35.015904,169.39003203788928
103,COSMOS,DC21foro,10051503,149.59927513313,0.9150702596,59319.06736121,i,19.52,0.007,0.168,2010,0.889,1.19,2021-04-15 01:37:00.008544,168.01975971736024
104,COSMOS,DC21foro,615987,149.59896363094,0.91549017623,59319.07766795,g,20.311,0.009,1.0,498,1.094,1.2,2021-04-15 01:51:50.510880,162.27264734334335
105,COSMOS,DC21foro,631728,149.59898568697,0.91543278933,59319.0786915,r,19.716,0.006,0.999,499,0.989,1.2,2021-04-15 01:53:18.945600,161.72275150980673
106,COSMOS,DC21jsac,1210351,149.31076643533,1.00276470312,59355.9872859,g,21.029,0.054,1.0,1038,1.261,1.22,2021-05-21 23:41:41.501760,156.42188934520283
107,COSMOS,DC21jsac,1212010,149.31104297323,1.00270460559,59355.98854063,g,21.017,0.052,1.0,1039,1.219,1.22,2021-05-21 23:43:29.910432,155.8102752968571
108,COSMOS,DC21hroq,875010,149.36527406076,1.03986300748,59336.98332933,g,21.353,0.032,1.0,740,1.433,1.18,2021-05-02 23:35:59.654112,-171.5918183612962
109,COSMOS,DC21hroq,880352,149.36531696141,1.03986639109,59336.98435956,r,20.681,0.02,1.0,741,1.253,1.18,2021-05-02 23:37:28.665984,-172.19798909186426
110,COSMOS,DC21hroq,10129737,149.36538469466,1.03983950739,59336.98568768,i,20.527,0.026,1.0,2100,1.418,1.18,2021-05-02 23:39:23.415552,-172.98242266718268
111,COSMOS,DC21hroq,880711,149.36579214612,1.03977024504,59336.99595924,g,21.222,0.026,1.0,746,1.243,1.18,2021-05-02 23:54:10.878336,-179.128182364989
112,COSMOS,DC21hqgw,891659,149.36688588316,1.03960766966,59337.02305961,g,21.237,0.032,1.0,753,1.556,1.19,2021-05-03 00:33:12.350304,164.9646007350297
113,COSMOS,DC21hqgw,867585,149.36694525217,1.03959533042,59337.02408626,r,20.633,0.019,1.0,736,1.345,1.19,2021-05-03 00:34:41.052864,164.39650883400563
114,COSMOS,DC21hqgw,10137647,149.36701598127,1.03957590556,59337.02541616,i,20.472,0.024,1.0,2106,1.441,1.19,2021-05-03 00:36:35.956224,163.66610441989573
115,COSMOS,DC21hqgw,899086,149.36742770243,1.03951368027,59337.03572684,g,21.261,0.039,1.0,758,1.715,1.21,2021-05-03 00:51:26.798976,158.23353095515628
116,COSMOS,DC21hqgw,900099,149.3674665546,1.03949996591,59337.03674347,r,20.641,0.023,1.0,759,1.493,1.21,2021-05-03 00:52:54.635808,157.72154581334397
117,COSMOS,DC21jspj,1213610,149.3150430575,1.11839412979,59355.9872859,g,18.755,0.006,1.0,1038,1.261,1.22,2021-05-21 23:41:41.501760,156.49516149196157
118,COSMOS,DC21jspj,1213698,149.31525423017,1.11836365354,59355.98854063,g,18.72,0.006,1.0,1039,1.219,1.22,2021-05-21 23:43:29.910432,155.8845879909033
119,COSMOS,DC21gahl,655062,149.55919146917,1.00708404489,59322.07044741,g,20.141,0.008,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,161.73634990431634
120,COSMOS,DC21gahl,659244,149.55917407111,1.00712056504,59322.07147551,r,19.534,0.005,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,161.18944633480208
121,COSMOS,DC21gahl,10062743,149.55916260481,1.00716450338,59322.07280599,i,19.307,0.005,1.0,2027,0.867,1.2,2021-04-18 01:44:50.437536,160.4879499852378
122,COSMOS,DC21gahl,679646,149.55905746927,1.00744461169,59322.08305296,g,20.124,0.007,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,155.3349661986817
123,COSMOS,DC21gahl,683495,149.55905175003,1.00748071897,59322.08407847,r,19.534,0.005,1.0,547,0.977,1.23,2021-04-18 02:01:04.379808,154.84463738558247
124,COSMOS,DC21gahl,10076402,149.55903385623,1.00752316879,59322.08542429,i,19.309,0.005,1.0,2046,0.863,1.23,2021-04-18 02:03:00.658656,154.20834612798757
125,COSMOS,DC21fxeo,637276,149.55970634069,1.00570738405,59322.02199174,g,20.141,0.009,1.0,518,1.037,1.18,2021-04-18 00:31:40.086336,-169.9270906961149
126,COSMOS,DC21fxeo,639449,149.55969660404,1.00574390394,59322.02301609,r,19.554,0.005,1.0,519,0.933,1.18,2021-04-18 00:33:08.590176,-170.5240562361342
127,COSMOS,DC21fxeo,10058237,149.5596719423,1.00578357354,59322.02435085,i,19.331,0.005,1.0,2021,0.87,1.18,2021-04-18 00:35:03.913440,-171.3055739954046
128,COSMOS,DC21fxeo,642265,149.55957207443,1.00606515064,59322.03460867,g,20.132,0.008,1.0,527,1.0,1.18,2021-04-18 00:49:50.189088,-177.4145354027187
129,COSMOS,DC21fxeo,647200,149.55956521418,1.00611039433,59322.03563456,r,19.535,0.005,1.0,528,0.937,1.18,2021-04-18 00:51:18.825984,-178.03199550401638
130,COSMOS,DC21fxeo,10060216,149.55954671911,1.00614709878,59322.03695933,i,19.336,0.005,1.0,2024,0.841,1.18,2021-04-18 00:53:13.286112,-178.83012170803127
131,COSMOS,DC21jvug,1231429,149.67429502488,1.07187807405,59358.01150356,g,18.744,0.008,1.0,1059,1.169,1.31,2021-05-24 00:16:33.907584,144.26968708611204
132,COSMOS,DC21jvug,1231766,149.67453479365,1.07186335669,59358.01278583,g,18.755,0.008,1.0,1060,1.185,1.31,2021-05-24 00:18:24.695712,143.80997584061984
133,COSMOS,DC21jyvh,1249873,149.88421515115,1.12164451105,59360.98320209,g,21.075,0.062,1.0,1107,1.116,1.24,2021-05-26 23:35:48.660576,152.72701648160458
134,COSMOS,DC21jyvh,1249797,149.88449529551,1.12167031429,59360.98445474,g,21.005,0.059,0.966,1108,1.115,1.24,2021-05-26 23:37:36.889536,152.16258479735666
135,COSMOS,DC21bcdmq,3083863,149.33187322866,1.3941944212,59369.99532203,g,21.181,0.018,1.0,1421,0.946,1.38,2021-06-04 23:53:15.823392,138.78298479453306
136,COSMOS,DC21bcdmq,3083728,149.33213886798,1.39420057084,59369.9965853,g,21.171,0.017,1.0,1422,0.917,1.39,2021-06-04 23:55:04.969920,138.41682937350348
137,COSMOS,DC21kheo,1293231,149.37871268303,1.48482071424,59366.98425757,g,21.457,0.028,1.0,1149,1.303,1.29,2021-06-01 23:37:19.854048,145.23513661209162
138,COSMOS,DC21kheo,1295456,149.37896746299,1.48478289041,59366.98552346,g,21.53,0.028,1.0,1150,1.261,1.3,2021-06-01 23:39:09.226944,144.77185220090635
139,COSMOS,DC21fnhy,582623,149.38713134409,1.5110620668,59319.06498861,g,22.385,0.057,1.0,489,1.151,1.18,2021-04-15 01:33:35.015904,169.22882411750473
140,COSMOS,DC21fnhy,587756,149.38709186646,1.51110840703,59319.06601045,r,21.79,0.038,1.0,490,1.015,1.18,2021-04-15 01:35:03.302880,168.6474183455353
141,COSMOS,DC21fnhy,603156,149.38697610449,1.51157788274,59319.07766795,g,22.34,0.052,1.0,498,1.094,1.2,2021-04-15 01:51:50.510880,162.2372202256461
142,COSMOS,DC21fnll,10048481,149.5634594467,1.43555295848,59319.04170857,i,20.588,0.02,1.0,2004,0.986,1.18,2021-04-15 01:00:03.620448,-176.7915229473266
143,COSMOS,DC21fnll,583295,149.56313045842,1.43581186081,59319.05192692,g,21.298,0.019,1.0,479,1.004,1.18,2021-04-15 01:14:46.485888,177.12845542525696
144,COSMOS,DC21fnll,589028,149.56310156832,1.43585620087,59319.05296139,r,20.622,0.012,1.0,480,0.879,1.18,2021-04-15 01:16:15.864096,176.51447786420482
145,COSMOS,DC21fnll,589804,149.56271746533,1.43614520956,59319.06498861,g,21.281,0.021,1.0,489,1.151,1.18,2021-04-15 01:33:35.015904,169.4848290043208
146,COSMOS,DC21fiub,560870,149.49524879804,1.45353263626,59319.03937002,g,22.966,0.097,0.41,470,1.123,1.18,2021-04-15 00:56:41.569728,-175.5202144730161
147,COSMOS,DC21fiub,566997,149.49521286384,1.45355313503,59319.0403882,r,22.301,0.055,1.0,471,0.944,1.18,2021-04-15 00:58:09.540480,-176.12266652077545
148,COSMOS,DC21fiub,570167,149.49505187149,1.45404899407,59319.05192692,g,22.8,0.072,0.996,479,1.004,1.18,2021-04-15 01:14:46.485888,177.01800815309608
149,COSMOS,DC21bcjzs,3117643,149.54872963201,1.46741984424,59372.96866625,g,20.565,0.011,1.0,1442,1.132,1.3,2021-06-07 23:14:52.764000,145.10516981948976
150,COSMOS,DC21bcjzs,3117571,149.54901971723,1.46747120761,59372.96992171,g,20.548,0.01,1.0,1443,1.085,1.3,2021-06-07 23:16:41.235744,144.64744307022525
151,COSMOS,DC21gbva,664099,149.50703657209,1.51347969103,59322.07044741,g,21.586,0.029,1.0,537,1.057,1.2,2021-04-18 01:41:26.656224,161.90060657232522
152,COSMOS,DC21gbva,670321,149.50697934433,1.51351859387,59322.07147551,r,20.96,0.017,1.0,538,0.946,1.2,2021-04-18 01:42:55.484064,161.36006648642748
153,COSMOS,DC21gbva,10062794,149.50695287047,1.51355486097,59322.07280599,i,20.778,0.018,1.0,2027,0.867,1.2,2021-04-18 01:44:50.437536,160.66662946035953
154,COSMOS,DC21gbva,685920,149.50683351498,1.51376206753,59322.08305296,g,21.525,0.024,1.0,546,1.02,1.22,2021-04-18 01:59:35.775744,155.56713082732202
155,COSMOS,DC21gbva,696154,149.50679420882,1.5138170465,59322.08407847,r,20.907,0.016,1.0,547,0.977,1.23,2021-04-18 02:01:04.379808,155.081270262354
156,COSMOS,DC21gbva,10076641,149.50675977165,1.51382850145,59322.08542429,i,20.74,0.017,1.0,2046,0.863,1.23,2021-04-18 02:03:00.658656,154.4506119534753
